street_address,city,state,zip5,geocode_score,geocode_precision,latitude,longitude
"79 LAFAYETTE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"25 BAYARD LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"11 LAWRENCE DR 404",PRINCETON,NJ,08540,0.74,0.74,range,range
"33 GORDON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"235 WILLIAM LIVINGSTON CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"23 ALL SAINTS RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"41 TUPELO ROW",PRINCETON,NJ,08540,0.965,0.965,range,range
"103 MERCER ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"84 HUN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"692 PRETTY BROOK RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"270 STATE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"27 LEAVITT LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 WESTMINSTER CHR CLLG",PRINCETON,NJ,08540,0.616,0.616,street,street
"10 PRESERVATION PL A",PRINCETON,NJ,08540,0.473,0.473,street,street
"192 LOOMIS CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"270 STATE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"13 PARK PL",PRINCETON,NJ,08542,1.0,1.0,range,range
"120 N STANWORTH DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"72 DEMPSEY AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"310 NASSAU ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"120 N STANWORTH DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"95 MERCER ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"120 FITZ RANDOLPH RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"65 WOODSIDE LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"300 BROOKS BND",PRINCETON,NJ,08540,0.936,0.936,range,range
"118 SNOWDEN LN",PRINCETON,NJ,08540,0.843,0.843,range,range
"41 PARDOE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HARRISON LN 220F",PRINCETON,NJ,08540,0.565,0.565,street,street
"55 WITHERSPOON ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"33 WITHERSPOON ST 6",PRINCETON,NJ,08542,0.979,0.979,range,range
"95 LINDEN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"1141 STUART RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"201 PROSPECT AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"317 RODNEY CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"30 BAKER CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"30 BAKER CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"60 CUYLER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"75 ROLLINGMEAD",PRINCETON,NJ,08540,0.92,0.92,range,range
"300 ELM RD 248",PRINCETON,NJ,08540,0.855,0.855,range,range
"19 310 ELM RD G",PRINCETON,NJ,08540,0.835,0.835,range,range
"29 DEMPSEY AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"53 STONEWALL CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"8 LAWRENCE DR 204",PRINCETON,NJ,08540,0.74,0.74,range,range
"0 HARRISON LN 220F",PRINCETON,NJ,08540,0.565,0.565,street,street
"96 GREENHOUSE CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"405 TERHUNE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"98 SPRUCE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"60 CUYLER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"176 EDGERSTOUNE RD",PRINCETON,NJ,08540,0.943,0.943,range,range
"7 RANDOM RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 RANDOM RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"53 STONEWALL CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"20 CHESTNUT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"2 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,0.648,zip,zip
"2 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,0.648,zip,zip
"56 ROBERT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"39 HUMBERT ST 2F",PRINCETON,NJ,08542,0.947,0.947,range,range
"136 CLOVER LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"44 CRADLEROCK RD",PRINCETON,NJ,08540,0.648,0.648,zip,zip
"15 NEWLIN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"68 WARREN CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"211 BIRCH AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"239 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"230 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"307 EDGERSTOUNE RD",PRINCETON,NJ,08540,0.943,0.943,range,range
"32 WILKINSON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"32 WILKINSON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"32 GORDON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"475 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"32 GORDON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"81 CLEVELAND LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"81 CLEVELAND LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"291 NASSAU ST 1",PRINCETON,NJ,08540,0.933,0.933,range,range
"481 EWING ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"181 STONE CLIFF RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"360 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"82 HARTLEY AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"152 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"0 HALSEY ST 224C",PRINCETON,NJ,08540,0.551,0.551,street,street
"108 HUNT DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"20 BUTTERNUT ROW",PRINCETON,NJ,08540,0.965,0.965,range,range
"374 S STANWORTH DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"168 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"34 PINE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"46 LINDEN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"40 LEABROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"24 MOORE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"544 MERCER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"630 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,0.902,range,range
"630 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,0.902,range,range
"3 TREWBRIDGE CT",PRINCETON,NJ,08540,0.732,0.732,range,range
"25 WHITE PINE LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"1325 W STUART RD",PRINCETON,NJ,08540,0.811,0.811,range,range
"108 STOCKTON ST 204",PRINCETON,NJ,08540,0.898,0.898,range,range
"146 NASSAU ST 3V",PRINCETON,NJ,08542,0.941,0.941,range,range
"78 HARTLEY AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"13 BILLIE ELLIS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"2 HARRIS RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"97 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"419 GREAT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"180 LAUREL CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"3 BARSKY CT",PRINCETON,NJ,08540,0.642,0.642,range,range
"3 MADISON ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"62 BAINBRIDGE ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"62 BAINBRIDGE ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"147 GRIGGS DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"56 SPRUCE ST A",PRINCETON,NJ,08542,0.967,0.967,range,range
"83 ADAMS DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"221 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"37 PARDEE CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"8 BALCORT DR",PRINCETON,NJ,08540,0.936,0.936,range,range
"19 HUMBERT ST 1",PRINCETON,NJ,08542,0.971,0.971,range,range
"221 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"22 GOVERNORS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"17 GREENVIEW AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"21 BIRCH AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"26 WALKER DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"17 GREENVIEW AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"176 GROVER AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"40 HASLET AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 FACULTY RD HIB 3U",PRINCETON,NJ,08540,0.739,0.739,street,street
"0 HALSEY ST 216C",PRINCETON,NJ,08540,0.551,0.551,street,street
"0 HALSEY ST 216C",PRINCETON,NJ,08540,0.551,0.551,street,street
"330 STONE CLIFF RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"45 VANDEVENTER AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"45 VANDEVENTER AVE 2",PRINCETON,NJ,08542,0.98,0.98,range,range
"376 RIDGEVIEW RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"16 MOORE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"15 POOR FARM RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"43 HUMBERT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"7 HAGEMAN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 HAGEMAN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"118 CEDAR LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"25 PALMER SQUARE WEST H",PRINCETON,NJ,08542,0.971,0.971,range,range
"48 BOGART CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"166 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"33 CLEVELAND LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"8 MAPLE TERR 8",PRINCETON,NJ,08542,0.967,0.967,range,range
"133 CEDAR LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"133 CEDAR LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"201 ROSS STEVENSON CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"201 ROSS STEVENSON CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"16 WILKINSON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"20 HARRIET DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"73 LITTLEBROOK RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"90 BATTLE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"118 CEDAR LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"120 LEIGH AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"134 CEDAR LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"169 JONATHAN DAYTON CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"73 LITTLEBROOK RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"21 KATIE'S POND RD",PRINCETON,NJ,08540,0.423,0.423,street,street
"140 QUAKER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"98 SPRUCE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"138 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"138 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 LITTLEBROOK RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"94 WORTHS MILL LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"595 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"61 LOVERS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"226 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"511 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"59 BATTLE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 226A",PRINCETON,NJ,08540,0.551,0.551,street,street
"8 BIRCH AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"127 ROSS STEVENSON CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"628 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"458 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"229 MOORE ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"394 FRANKLIN AVE",PRINCETON,NJ,08540,0.612,0.612,street,street
"42 WHITE PINE LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 FRANKLIN TERR",PRINCETON,NJ,08542,0.939,0.939,range,range
"394 FRANKLIN AVE",PRINCETON,NJ,08540,0.612,0.612,street,street
"0 FACULTY RD HIB 1P",PRINCETON,NJ,08540,0.739,0.739,street,street
"81 LEIGH AVE",PRINCETON,NJ,08542,1.0,1.0,range,range
"20 ERDMAN AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 226A",PRINCETON,NJ,08540,0.551,0.551,street,street
"1805 W STUART RD",PRINCETON,NJ,08540,0.738,0.738,street,street
"387 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"217 TERHUNE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"86 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"38 W MARION RD",PRINCETON,NJ,08540,0.9,0.9,range,range
"35 HUMBERT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"35 HUMBERT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"58 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"8 COLLEGE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"38 REDDING CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"14 SERGEANT ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 BUTLER AVE 403B",PRINCETON,NJ,08540,0.56,0.56,street,street
"53 CLAY ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"36 WOODLAND DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"1888 W STUART RD",PRINCETON,NJ,08540,0.738,0.738,street,street
"10 LAWRENCE DR 106",PRINCETON,NJ,08540,0.74,0.74,range,range
"23 BROADRIPPLE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"123 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"75 CLOVER LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"93 HARRIS RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"16 CAMERON CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"9 LAWRENCE DR 304",PRINCETON,NJ,08540,0.74,0.74,range,range
"90 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"624 GREAT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"90 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"624 GREAT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 EISENHOWER ST 219C",PRINCETON,NJ,08540,0.576,0.576,street,street
"26 WITHERSPOON LN",PRINCETON,NJ,08542,1.0,1.0,range,range
"0 EISENHOWER ST 219C",PRINCETON,NJ,08540,0.576,0.576,street,street
"546 EWING ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"152 NEIL CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"20 HARRIET DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"9 LAWRENCE DR 204",PRINCETON,NJ,08540,0.74,0.74,range,range
"217 TERHUNE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"45 SPRUCE ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"38 BRAEBURN DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"953 GREAT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"15 PALMER SQUARE WEST D",PRINCETON,NJ,08542,0.971,0.971,range,range
"32 WIGGINS ST 3W",PRINCETON,NJ,08540,0.912,0.912,range,range
"35 QUARRY ST 209",PRINCETON,NJ,08542,0.92,0.92,range,range
"265 EWING ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"35 QUARRY ST 209",PRINCETON,NJ,08542,0.92,0.92,range,range
"227 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"141 HODGE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"48 PATTON AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"111 WILLIAM PATERSON CT",PRINCETON,NJ,08540,0.949,0.949,range,range
"60 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"227 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"263 S HARRISON ST 2",PRINCETON,NJ,08540,0.941,0.941,range,range
"10 DICKINSON ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"360 RIDGEVIEW RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"230 ARRETON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"230 ARRETON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"9 OBER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"22 ANDREWS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"111 WILLIAM PATERSON CT",PRINCETON,NJ,08540,0.949,0.949,range,range
"342 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"9 LAWRENCE DR 202",PRINCETON,NJ,08540,0.74,0.74,range,range
"62 CLEARVIEW AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"226 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"12 HUMBERT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"0 BUTLER AVE 419B",PRINCETON,NJ,08540,0.56,0.56,street,street
"729 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,0.902,range,range
"138 FITZ RANDOLPH RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"342 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"43 MURRAY PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"168 N HARRISON ST A",PRINCETON,NJ,08540,0.941,0.941,range,range
"56 WESTERN WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"651 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"56 WESTERN WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 KING ST 222-B",PRINCETON,NJ,08540,0.532,0.532,street,street
"0 KING ST 222B",PRINCETON,NJ,08540,0.532,0.532,street,street
"0 FACULTY RD MAG 5H",PRINCETON,NJ,08540,0.739,0.739,street,street
"35 QUARRY ST 106",PRINCETON,NJ,08542,0.92,0.92,range,range
"295 FRANKLIN AVE",PRINCETON,NJ,08540,0.805,0.805,range,range
"35 MURRAY PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"79 LOVERS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"38 ROBERT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"136 CLOVER LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"397 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"1028 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"136 CLOVER LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"974 MERCER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"352 S STANWORTH DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"202 BULLOCK DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"211 WILLIAM LIVINGSTON CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"1 BARSKY CT",PRINCETON,NJ,08540,0.642,0.642,range,range
"130 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"88 HARRIS RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 214C",PRINCETON,NJ,08540,0.551,0.551,street,street
"756 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"79 E MARION RD",PRINCETON,NJ,08540,0.9,0.9,range,range
"65 DODDS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"175 LINDEN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"127 WILSON RD",PRINCETON,NJ,08540,0.843,0.843,range,range
"127 WILSON RD",PRINCETON,NJ,08540,0.843,0.843,range,range
"140 RANDOM RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"11 BUTTERNUT ROW",PRINCETON,NJ,08540,0.965,0.965,range,range
"2 HUTCHINSON DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"29 CLAY ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"24 CLAY ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"277 NASSAU ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"25 MERCER ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 224A",PRINCETON,NJ,08540,0.551,0.551,street,street
"25 MERCER ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"17 CLAY ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"268 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"73 LIBRARY PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"292 STOCKTON ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 FACULTY RD HIB 5A",PRINCETON,NJ,08540,0.739,0.739,street,street
"7 GREENHOLM",PRINCETON,NJ,08540,0.912,0.912,range,range
"27 TUPELO ROW",PRINCETON,NJ,08540,0.965,0.965,range,range
"235 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"0 HALSEY ST 214-A",PRINCETON,NJ,08540,0.551,0.551,street,street
"211 WILLIAM LIVINGSTON CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"522 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"102 LAFAYETTE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"140 QUAKER RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"111 HARRIS RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 MARSHALL ST 227C",PRINCETON,NJ,08540,0.524,0.524,street,street
"13 TREWBRIDGE CT",PRINCETON,NJ,08540,0.732,0.732,range,range
"120 CROOKED TREE LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"140 PARKSIDE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 FACULTY RD MAG 7T",PRINCETON,NJ,08540,0.739,0.739,street,street
"91 MOORE ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"917 LAWRENCEVILLE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 QUARRY ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"301 WESTERN WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"7 NEWLIN RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"421 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"36 WOODLAND DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"790 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"253 PROSPECT AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"226 BULLOCK DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 214A",PRINCETON,NJ,08540,0.551,0.551,street,street
"790 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"63 STONY BROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"140 ARRETON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"42 VEBLEN CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 FACULTY RD HIB 5W",PRINCETON,NJ,08540,0.739,0.739,street,street
"121 BERTRAND DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"27 EDWARDS PL 3",PRINCETON,NJ,08540,0.936,0.936,range,range
"146 PHILIP DR",PRINCETON,NJ,08540,0.933,0.933,range,range
"2 CHARLTON ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"6 LAWRENCE DR 201",PRINCETON,NJ,08540,0.74,0.74,range,range
"10 LAWRENCE DR 506",PRINCETON,NJ,08540,0.74,0.74,range,range
"29 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"291 PROSPECT AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"108 STOCKTON ST 200",PRINCETON,NJ,08540,0.898,0.898,range,range
"1 LAWRENCE DR 1103",PRINCETON,NJ,08540,0.735,0.735,range,range
"172 NASSAU ST 3",PRINCETON,NJ,08542,0.967,0.967,range,range
"56 PATTON AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 EISENHOWER ST 223A",PRINCETON,NJ,08540,0.576,0.576,street,street
"0 EISENHOWER ST 218E",PRINCETON,NJ,08540,0.576,0.576,street,street
"12 HUMBERT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"591 LAKE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"1177 STUART RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"79 LOVERS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"25 HAGEMAN LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"51 PETTIT PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"237 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"0 BUTLER AVE 404A",PRINCETON,NJ,08540,0.56,0.56,street,street
"591 LAKE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"291 PROSPECT AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"171 DODDS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"352 JEFFERSON RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"99 DEMPSEY AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"45 HARRISON ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"15 MURRAY PL 2",PRINCETON,NJ,08540,0.933,0.933,range,range
"15 MURRAY PL 2",PRINCETON,NJ,08540,0.933,0.933,range,range
"58 GOVERNORS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"11 MONROE LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"11 DICKINSON ST 10",PRINCETON,NJ,08540,0.92,0.92,range,range
"184 SPRINGDALE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"67 ROSEDALE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"34 WIGGINS ST 2",PRINCETON,NJ,08540,0.936,0.936,range,range
"65 WESTERLY RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"0 HALSEY ST 216A",PRINCETON,NJ,08540,0.551,0.551,street,street
"237 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"67 LONGVIEW DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"1 LAWRENCE DR 703",PRINCETON,NJ,08540,0.74,0.74,range,range
"57 LAUREL RD",PRINCETON,NJ,08540,0.965,0.965,range,range
